iter	Passed	Remaining
1662	147455	12147
1663	147544	12058
1664	147628	11969
1665	147715	11881
1666	147812	11793
1667	147896	11704
1668	147982	11615
1669	148063	11525
1670	148152	11437
1671	148239	11348
1672	148316	11258
1673	148398	11169
1674	148485	11080
1675	148568	10991
1676	148654	10903
1677	148748	10814
1678	148827	10725
1679	148911	10636
1680	148996	10547
1681	149079	10458
1682	149168	10369
1683	149254	10281
1684	149332	10191
1685	149411	10102
1686	149496	10013
1687	149585	9925
1688	149674	9836
1689	149769	9748
1690	149864	9660
1691	149957	9571
1692	150044	9483
1693	150122	9393
1694	150198	9304
1695	150285	9215
1696	150361	9126
1697	150455	9037
1698	150545	8949
1699	150629	8860
1700	150704	8771
1701	150791	8682
1702	150876	8593
1703	150961	8504
1704	151046	8416
1705	151136	8327
1706	151232	8239
1707	151325	8150
1708	151405	8061
1709	151483	7972
1710	151567	7883
1711	151651	7795
1712	151735	7706
1713	151813	7617
1714	151899	7528
1715	151974	7439
1716	152064	7350
1717	152152	7262
1718	152230	7173
1719	152319	7084
1720	152395	6995
1721	152483	6906
1722	152563	6818
1723	152649	6729
1724	152733	6640
1725	152816	6551
1726	152905	6463
1727	152987	6374
1728	153075	6285
1729	153175	6197
1730	153259	6109
1731	153340	6020
1732	153428	5931
1733	153513	5843
1734	153598	5754
1735	153688	5665
1736	153761	5576
1737	153842	5488
1738	153932	5399
1739	154027	5311
1740	154112	5222
1741	154195	5133
1742	154279	5045
1743	154371	4956
1744	154454	4868
1745	154540	4779
1746	154641	4691
1747	154724	4602
1748	154814	4514
1749	154902	4425
1750	154986	4337
1751	155064	4248
1752	155146	4159
1753	155237	4071
1754	155317	3982
1755	155407	3894
1756	155493	3805
1757	155567	3716
1758	155659	3628
1759	155750	3539
1760	155835	3451
1761	155917	3362
1762	156006	3274
1763	156085	3185
1764	156165	3096
1765	156249	3008
1766	156338	2919
1767	156432	2831
1768	156522	2742
1769	156608	2654
1770	156690	2565
1771	156777	2477
1772	156862	2388
1773	156947	2300
1774	157024	2211
1775	157102	2123
1776	157181	2034
1777	157264	1945
1778	157351	1857
1779	157430	1768
1780	157521	1680
1781	157609	1592
1782	157698	1503
1783	157780	1415
1784	157869	1326
1785	157944	1238
1786	158026	1149
1787	158113	1061
1788	158196	972
1789	158273	884
1790	158356	795
1791	158438	707
1792	158523	618
1793	158607	530
1794	158696	442
1795	158780	353
1796	158882	265
1797	158966	176
1798	159052	88
1799	159143	0
