iter	Logloss
1514	0.2055865967
1515	0.2055514404
1516	0.2055331055
1517	0.2054998047
1518	0.2054698975
1519	0.2054506104
1520	0.2054235352
1521	0.2054206787
1522	0.205402002
1523	0.2053775391
1524	0.2053469727
1525	0.2053315674
1526	0.2053086182
1527	0.2052782715
1528	0.2052476807
1529	0.2052238037
1530	0.2052101318
1531	0.2051951416
1532	0.2051848877
1533	0.2051757812
1534	0.2051463623
1535	0.2051434814
1536	0.2051214355
1537	0.2051099854
1538	0.2050810791
1539	0.2050728271
1540	0.2050438965
1541	0.205038501
1542	0.2050069092
1543	0.205001709
1544	0.2049991455
1545	0.2049922119
1546	0.2049764893
1547	0.2049385498
1548	0.2049245361
1549	0.2049165283
1550	0.2048920654
1551	0.204876709
1552	0.2048535889
1553	0.2048258545
1554	0.2048022217
1555	0.2047835571
1556	0.2047571533
1557	0.2047462524
1558	0.2047182007
1559	0.2046862793
1560	0.2046838989
1561	0.2046637085
1562	0.2046611328
1563	0.204635022
1564	0.2046028442
1565	0.2045885254
1566	0.2045653564
1567	0.2045472534
1568	0.2045197021
1569	0.2045079102
1570	0.204481189
1571	0.2044630737
1572	0.2044193237
1573	0.2044049316
1574	0.2043782349
1575	0.2043589233
1576	0.2043258057
1577	0.2042985107
1578	0.2042825928
1579	0.204257666
1580	0.2042346313
1581	0.2042201538
1582	0.2042098389
1583	0.2041990356
1584	0.2041809692
1585	0.2041633301
1586	0.2041284912
1587	0.2041032471
1588	0.2040783325
1589	0.2040507324
1590	0.2040308838
1591	0.2040098145
1592	0.2039680542
1593	0.2039425171
1594	0.2039301147
1595	0.2039074097
1596	0.2038991333
1597	0.2038754517
1598	0.2038415527
1599	0.2038140991
1600	0.2038052002
1601	0.2037634033
1602	0.2037452515
1603	0.2037418579
1604	0.2037370605
1605	0.2037261597
1606	0.2037000977
1607	0.203680481
1608	0.2036475952
1609	0.2036443237
1610	0.2036246582
1611	0.2035974365
1612	0.2035510742
1613	0.2035176514
1614	0.2034811035
1615	0.2034505493
1616	0.2034238037
1617	0.2033943115
1618	0.2033635376
1619	0.2033425049
1620	0.203322876
1621	0.2032971436
1622	0.2032737793
1623	0.2032564087
1624	0.2032389404
1625	0.2032214355
1626	0.2031913086
1627	0.2031483276
1628	0.2031167847
1629	0.2030970337
1630	0.2030722168
1631	0.2030530518
1632	0.2030031616
1633	0.2029886108
1634	0.2029581055
1635	0.2029305664
1636	0.2029133667
1637	0.2029113281
1638	0.2028836548
1639	0.2028668335
1640	0.2028449707
1641	0.2028203857
1642	0.2027966675
1643	0.202794812
1644	0.2027925659
1645	0.2027866455
1646	0.2027496948
1647	0.2027263306
1648	0.2026955933
1649	0.2026771606
1650	0.2026637329
1651	0.2026106934
1652	0.20257854
1653	0.2025538574
1654	0.2025132324
1655	0.202477771
1656	0.202444873
1657	0.2024072632
1658	0.2024049194
1659	0.2024014893
1660	0.2023632324
1661	0.2023420288
1662	0.2023217651
1663	0.2023200684
1664	0.2023002319
1665	0.202264856
1666	0.2022351562
1667	0.2022118408
1668	0.2021815063
1669	0.2021560059
1670	0.2021189087
1671	0.2020980469
1672	0.2020916016
1673	0.2020740356
1674	0.20204375
1675	0.2020213135
1676	0.2019902344
1677	0.2019615967
1678	0.2019542358
1679	0.2019441772
1680	0.2019167358
1681	0.2018931885
1682	0.20185625
1683	0.2018323364
1684	0.2018279541
1685	0.2018220093
1686	0.2017869507
1687	0.2017664673
1688	0.2017469482
1689	0.2017179077
1690	0.2016822632
1691	0.2016522583
1692	0.2016126343
1693	0.2016095703
1694	0.201607373
1695	0.2015914917
1696	0.2015895996
1697	0.201552356
1698	0.2015147095
1699	0.2014862305
1700	0.2014841064
1701	0.2014606567
1702	0.2014372314
1703	0.2014029785
1704	0.2013733643
1705	0.2013285645
1706	0.2012890625
1707	0.2012545288
1708	0.2012470337
1709	0.2012356079
1710	0.2012065308
1711	0.2011763428
1712	0.2011549805
1713	0.2011505981
1714	0.2011272339
1715	0.2011259155
1716	0.2010832642
1717	0.201067395
1718	0.2010428345
1719	0.2010151001
1720	0.2010036499
1721	0.2009892944
1722	0.200982373
1723	0.2009653442
1724	0.2009330566
1725	0.2009055054
1726	0.2008927856
1727	0.2008709717
1728	0.2008406128
1729	0.2007985229
1730	0.2007626221
1731	0.2007604736
1732	0.200738916
1733	0.2007047119
1734	0.2006865356
1735	0.2006562988
1736	0.2006554077
1737	0.200619397
1738	0.2005710938
1739	0.2005529297
1740	0.2005302002
1741	0.2005151489
1742	0.2005006226
1743	0.2004652954
1744	0.2004313599
1745	0.2004080322
1746	0.2003693359
1747	0.2003459473
1748	0.2003117798
1749	0.2002927856
1750	0.2002689331
1751	0.2002598145
1752	0.200242041
1753	0.2002221436
1754	0.2002131958
1755	0.2001881836
1756	0.200170105
1757	0.2001667969
1758	0.2001337402
1759	0.2000995972
1760	0.2000796753
1761	0.2000423462
1762	0.2000411499
1763	0.2000398438
1764	0.2000210083
1765	0.1999853394
1766	0.1999560181
1767	0.1999231567
1768	0.1998823242
1769	0.1998449585
1770	0.1998288696
1771	0.1998073242
1772	0.1997974243
1773	0.1997772705
1774	0.1997624268
1775	0.199746106
1776	0.1997427734
1777	0.1997105957
1778	0.1996654053
1779	0.1996601807
1780	0.1996331787
1781	0.1995920288
1782	0.199590271
1783	0.1995827759
1784	0.1995606934
1785	0.1995593872
1786	0.1995296143
1787	0.1994937256
1788	0.1994909302
1789	0.1994821045
1790	0.1994588745
1791	0.1994510986
1792	0.1994194702
1793	0.1994108276
1794	0.1993740967
1795	0.1993575806
1796	0.1993161133
1797	0.1992906006
1798	0.1992708496
1799	0.1992273926
